date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:57	2922/2922	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/dropdown.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/dropdown.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:57	136/136	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/menu-bullet.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/menu-bullet.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:57	920/920	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/featured-image-overlay.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/featured-image-overlay.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:58	880/880	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/featured-leftarrow.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/featured-leftarrow.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:58	982/982	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/featured-rightarrow.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/featured-rightarrow.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:58	431/431	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/comment-separator.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/comment-separator.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:58	3034/3034	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/avatar-overlay.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/avatar-overlay.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:58	201/201	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/comment-bubble.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/comment-bubble.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:59	1149/1149	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/footer-main-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/footer-main-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:59	174/174	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/footer-pattern.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/footer-pattern.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:59	146/146	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/footer-top-bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/footer-top-bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:59	144/144	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/footer-bullet.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/footer-bullet.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:05:59	129/129	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/sidebar-bullet.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/sidebar-bullet.png	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:06:00	2605/2605	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/images/ajax-loader.gif	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/images/ajax-loader.gif	(from https://crispinfreeman.com/wp-content/themes/Webly/style.css)
21:06:00	4550/4550	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.eot	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.eot	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/haiku-player.css?ver=1.0.0)
21:06:00	4550/4550	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.eot?	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontellod41d.eot	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/haiku-player.css?ver=1.0.0)
21:06:00	2680/2680	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.woff	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.woff	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/haiku-player.css?ver=1.0.0)
21:06:00	4296/4296	---M--	200	added ('OK')	font/ttf	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.ttf	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.ttf	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/haiku-player.css?ver=1.0.0)
21:06:01	1306/1306	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.svg	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/inc/icons/fontello.svg	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/haiku-player.css?ver=1.0.0)
21:06:01	17119/17119	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/epanel/shortcodes/images/shortcodes-sprite.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/epanel/shortcodes/images/shortcodes-sprite.png	(from https://crispinfreeman.com/wp-content/themes/Webly/epanel/shortcodes/css/shortcodes-legacy.css?ver=3.5.13)
21:06:01	4598/4598	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2017%20Jan%202018%2016:44:22%20GMT	https://crispinfreeman.com/wp-content/plugins/media-element-html5-video-and-audio-player/mediaelement/v4/mejs-controls.svg	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/media-element-html5-video-and-audio-player/mediaelement/v4/mejs-controls.svg	(from https://crispinfreeman.com/wp-content/plugins/media-element-html5-video-and-audio-player/mediaelement/v4/mediaelementplayer.min.css?ver=6.0.5)
21:06:02	161/161	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/sitemap-page.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/sitemap-page.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:02	188/188	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/sitemap-category.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/sitemap-category.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:02	193/193	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/sitemap-tag.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/sitemap-tag.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:02	188/188	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/sitemap-author.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/sitemap-author.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:03	1517/1517	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/blog-image-overlay.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/blog-image-overlay.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:03	1394/1394	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/blog-readmore.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/blog-readmore.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:03	594/594	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/item-bottom-shadow.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/item-bottom-shadow.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:03	561/561	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/item-overlay.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/item-overlay.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:03	2184/2184	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/zoom-icon.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/zoom-icon.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:04	1673/1673	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/readmore-icon.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/readmore-icon.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:04	151/151	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/contact_input.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/contact_input.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:04	698/698	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/contact_submit.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/contact_submit.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:04	653/653	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/contact_reset.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/contact_reset.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:05	2535/2535	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et_search_bg.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et_search_bg.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:05	462/462	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et_search_bottom.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et_search_bottom.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:05	456/456	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et_search_icon.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et_search_icon.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:05	308/308	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et-searchinput.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et-searchinput.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:05	540/540	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et_search_submit.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/et_search_submit.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:06	1904/1904	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/portfolio-more-icon.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/portfolio-more-icon.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:06	2092/2092	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/portfolio-zoom-icon.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/portfolio-zoom-icon.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:06	1564/1564	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/portfolio-video-icon.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/portfolio-video-icon.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:06	10365/10365	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Apr%202021%2021:45:08%20GMT	https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/gallery-overlay.png	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/images/gallery-overlay.png	(from https://crispinfreeman.com/wp-content/themes/Webly/includes/page_templates/page_templates.css?ver=1.8)
21:06:07	13748/13748	---M--	200	added ('OK')	application/x-shockwave-flash	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/Jplayer.swf	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/Jplayer.swf	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:07	1483/1483	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:19%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/?C=N;O=D	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/indexc052.html	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:07	5934/5934	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/haiku-player.js	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/haiku-player.js	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:07	1483/1483	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:19%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/?C=M;O=A	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/indexf8a0.html	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:07	1483/1483	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:19%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/?C=S;O=A	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/indexbfec.html	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:08	1483/1483	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:20%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/?C=D;O=A	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/index30b5.html	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:08	29502/29502	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/jquery-ui-custom.min.js	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/jquery-ui-custom.min.js	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:08	48887/48887	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202013%2019:14:36%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/jquery.jplayer.min.js	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/jquery.jplayer.min.js	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:08	5343/5343	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20Sep%202023%2001:06:20%20GMT	https://crispinfreeman.com/wp-json/wp/v2/pages/2	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/wp/v2/pages/2.json	(from https://crispinfreeman.com/demos/)
21:06:08	2676/2676	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Sep%202023%2001:06:20%20GMT	https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/index.html	(from https://crispinfreeman.com/wp-content/plugins/haiku-minimalist-audio-player/js/)
21:06:08	771/771	---MC-	200	added ('OK')	application/rss+xml	date:Wed,%2022%20Feb%202023%2010:43:20%20GMT	https://crispinfreeman.com/demos/feed/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/demos/feed/index.html	(from https://crispinfreeman.com/demos/)
21:06:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Sep%202023%2001:06:21%20GMT	https://crispinfreeman.com/?p=2	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/index905b.html	(from https://crispinfreeman.com/demos/)
21:06:09	2477/2477	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20Sep%202023%2001:06:21%20GMT	https://crispinfreeman.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrispinfreeman.com%2Fdemos%2F	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/oembed/1.0/embedd0f0.json	(from https://crispinfreeman.com/demos/)
21:06:09	2543/2543	---MC-	200	added ('OK')	text/xml	date:Mon,%2025%20Sep%202023%2001:06:21%20GMT	https://crispinfreeman.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrispinfreeman.com%2Fdemos%2F&format=xml	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/oembed/1.0/embed3516	(from https://crispinfreeman.com/demos/)
21:06:09	2981/2981	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Sep%202022%2021:25:13%20GMT	https://crispinfreeman.com/wp-includes/js/comment-reply.min.js?ver=6.0.5	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-includes/js/comment-reply.min52c7.js	(from https://crispinfreeman.com/demos/)
21:06:10	4514/4514	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20Sep%202023%2001:06:22%20GMT	https://crispinfreeman.com/wp-json/wp/v2/pages/44	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/wp/v2/pages/44.json	(from https://crispinfreeman.com/contact/)
21:06:10	765/765	---MC-	200	added ('OK')	application/rss+xml	date:Wed,%2022%20Feb%202023%2010:43:20%20GMT	https://crispinfreeman.com/contact/feed/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/contact/feed/index.html	(from https://crispinfreeman.com/contact/)
21:06:10	2457/2457	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20Sep%202023%2001:06:22%20GMT	https://crispinfreeman.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrispinfreeman.com%2Fcontact%2F	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/oembed/1.0/embed28f2.json	(from https://crispinfreeman.com/contact/)
21:06:10	2523/2523	---MC-	200	added ('OK')	text/xml	date:Mon,%2025%20Sep%202023%2001:06:22%20GMT	https://crispinfreeman.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrispinfreeman.com%2Fcontact%2F&format=xml	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/oembed/1.0/embed1830	(from https://crispinfreeman.com/contact/)
21:06:10	4008/4008	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20Sep%202023%2001:06:22%20GMT	https://crispinfreeman.com/wp-json/wp/v2/pages/93	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/wp/v2/pages/93.json	(from https://crispinfreeman.com/about/)
21:06:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Sep%202023%2001:06:22%20GMT	https://crispinfreeman.com/?p=44	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/index49b1.html	(from https://crispinfreeman.com/contact/)
21:06:11	2447/2447	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20Sep%202023%2001:06:23%20GMT	https://crispinfreeman.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrispinfreeman.com%2Fabout%2F	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/oembed/1.0/embedfd26.json	(from https://crispinfreeman.com/about/)
21:06:11	761/761	---MC-	200	added ('OK')	application/rss+xml	date:Wed,%2022%20Feb%202023%2010:43:20%20GMT	https://crispinfreeman.com/about/feed/	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/about/feed/index.html	(from https://crispinfreeman.com/about/)
21:06:11	2513/2513	---MC-	200	added ('OK')	text/xml	date:Mon,%2025%20Sep%202023%2001:06:23%20GMT	https://crispinfreeman.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrispinfreeman.com%2Fabout%2F&format=xml	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/oembed/1.0/embedb6fa	(from https://crispinfreeman.com/about/)
21:06:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Sep%202023%2001:06:23%20GMT	https://crispinfreeman.com/?p=93	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/index36d4.html	(from https://crispinfreeman.com/about/)
21:06:11	17784/17784	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Sep%202012%2003:08:39%20GMT	https://crispinfreeman.com/wp-content/uploads/2012/05/crispin_at_microphone.jpg	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-content/uploads/2012/05/crispin_at_microphone.jpg	(from https://crispinfreeman.com/about/)
21:06:12	3066/3066	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20Sep%202023%2001:06:23%20GMT	https://crispinfreeman.com/wp-json/wp/v2/pages/18	C:/Users/Ted/Downloads/crispin/crispin/crispinfreeman.com/wp-json/wp/v2/pages/18.json	(from https://crispinfreeman.com/voice-acting-mastery/)
